date,value
2016-04-15,457.6043316
2016-04-16,500.4764868
2016-04-17,569.6909788
2016-04-18,461.1594908
2016-04-19,486.6846977
2016-04-20,614.2446668
2016-04-21,571.1553415
2016-04-22,542.1729982
2016-04-23,602.5572847
2016-04-24,527.3269028
2016-04-25,618.1889618
2016-04-26,616.7619716
2016-04-27,539.516827
2016-04-28,567.1036311
2016-04-29,558.0975572
2016-04-30,618.2793129
2016-05-01,586.275445
2016-05-02,547.5072555
2016-05-03,583.6564413
2016-05-04,613.4225429
2016-05-05,592.6959019
2016-05-06,631.4060144
2016-05-07,595.0008876
2016-05-08,577.2712877
2016-05-09,563.1512229
2016-05-10,559.214197
2016-05-11,555.5288487
2016-05-12,616.9318743
2016-05-13,526.3287578
2016-05-14,517.908494
2016-05-15,585.7214233
2016-05-16,597.7892707
2016-05-17,574.5733057
2016-05-18,529.7285588
2016-05-19,553.8333207
2016-05-20,597.0454068
2016-05-21,571.2480675
2016-05-22,549.7097118
2016-05-23,591.784833
2016-05-24,521.5094657
2016-05-25,562.2116023
2016-05-26,539.8955829
2016-05-27,571.8374809
2016-05-28,651.3861425
2016-05-29,657.8268452
2016-05-30,680.6292722
2016-05-31,646.9216714
2016-06-01,670.8988577
2016-06-02,600.0776517
2016-06-03,742.1289677
2016-06-04,746.5987428
2016-06-05,653.8308828
2016-06-06,711.5699573
2016-06-07,753.4299612
2016-06-08,614.5107293
2016-06-09,694.5724527
2016-06-10,695.9022837
2016-06-11,732.7355187
2016-06-12,762.5809816
2016-06-13,868.3938434
2016-06-14,797.9070086
2016-06-15,762.4247378
2016-06-16,916.1453063
2016-06-17,881.3892237
2016-06-18,847.5029663
2016-06-19,869.5783346
2016-06-20,872.2405184
2016-06-21,906.3580128
2016-06-22,763.6986961
2016-06-23,750.4126312
2016-06-24,717.8922353
2016-06-25,781.1444137
2016-06-26,739.0529791
2016-06-27,734.263543
2016-06-28,803.620088
2016-06-29,759.8466113
2016-06-30,777.8517996
2016-07-01,816.2098091
2016-07-02,874.2023502
2016-07-03,877.1437499
2016-07-04,783.9917626
2016-07-05,822.9033533
2016-07-06,762.5707723
2016-07-07,802.9517065
2016-07-08,780.4883977
2016-07-09,730.7630456
2016-07-10,826.3169776
2016-07-11,764.7549775
2016-07-12,806.1922409
2016-07-13,677.5406795
2016-07-14,763.552132
2016-07-15,784.6240096
2016-07-16,732.1848764
2016-07-17,786.5109838
2016-07-18,758.1529217
2016-07-19,801.0798865
2016-07-20,726.9372558
2016-07-21,842.4742415
2016-07-22,741.2811086
2016-07-23,718.993173
2016-07-24,834.5138582
2016-07-25,685.5867951
2016-07-26,740.3667978
2016-07-27,829.3062229
2016-07-28,713.6242997
2016-07-29,792.9459495
2016-07-30,687.1937631
2016-07-31,824.1435091
2016-08-01,657.5741344
2016-08-02,754.7365883
2016-08-03,673.4490869
2016-08-04,653.3551309
2016-08-05,705.1184309
2016-08-06,673.1325054
2016-08-07,619.9016756
2016-08-08,610.54781
2016-08-09,658.267746
2016-08-10,654.373516
2016-08-11,733.2588948
2016-08-12,615.745727
2016-08-13,661.4029903
2016-08-14,733.5196583
2016-08-15,712.1289947
2016-08-16,707.0084123
2016-08-17,661.1953224
2016-08-18,702.4194936
2016-08-19,659.8558034
2016-08-20,715.7219987
2016-08-21,638.1481487
2016-08-22,685.6175578
2016-08-23,631.7392535
2016-08-24,729.2054995
2016-08-25,663.3413757
2016-08-26,634.9514477
2016-08-27,657.6900014
2016-08-28,674.0095036
2016-08-29,590.8867966
2016-08-30,683.5108168
2016-08-31,706.6778574
2016-09-01,599.0661276
2016-09-02,634.3236623
2016-09-03,783.8056275
2016-09-04,704.7995031
2016-09-05,696.5960339
2016-09-06,769.0643229
2016-09-07,671.2930683
2016-09-08,698.409639
2016-09-09,802.2478072
2016-09-10,800.3743386
2016-09-11,752.7761654
2016-09-12,787.3677435
2016-09-13,656.4693045
2016-09-14,641.2681607
2016-09-15,709.3215952
2016-09-16,750.1607959
2016-09-17,709.7616631
2016-09-18,722.2463739
2016-09-19,726.7174461
2016-09-20,680.3535089
2016-09-21,713.8158427
2016-09-22,646.0058097
2016-09-23,756.0346083
2016-09-24,623.3234202
2016-09-25,714.6154662
2016-09-26,662.0281041
2016-09-27,711.373308
2016-09-28,772.7639756
2016-09-29,708.7772607
2016-09-30,783.2686189
2016-10-01,716.7815836
2016-10-02,780.7972423
2016-10-03,730.4242274
2016-10-04,719.3546084
2016-10-05,714.4738051
2016-10-06,648.9093542
2016-10-07,764.6149819
2016-10-08,725.0097945
2016-10-09,678.6844306
2016-10-10,759.8605315
2016-10-11,691.154561
2016-10-12,764.6395864
2016-10-13,786.8486905
2016-10-14,770.744225
2016-10-15,811.6896726
2016-10-16,791.6325198
2016-10-17,691.6580993
2016-10-18,743.2168729
2016-10-19,754.592679
2016-10-20,703.0981454
2016-10-21,721.2194917
2016-10-22,771.4023009
2016-10-23,841.815803
2016-10-24,821.3101775
2016-10-25,762.8312213
2016-10-26,779.3136341
2016-10-27,786.2734167
2016-10-28,823.7813559
2016-10-29,862.8485182
2016-10-30,861.0612294
2016-10-31,814.1637281
2016-11-01,887.4198715
2016-11-02,815.332341
2016-11-03,857.1592877
2016-11-04,766.1580834
2016-11-05,879.4553066
2016-11-06,830.8222826
2016-11-07,885.4063006
2016-11-08,831.6019584
2016-11-09,844.4475491
2016-11-10,825.3315108
2016-11-11,816.4352669
2016-11-12,783.8121974
2016-11-13,716.632751
2016-11-14,780.3133571
2016-11-15,835.4377824
2016-11-16,846.727722
2016-11-17,810.9443688
2016-11-18,844.7933289
2016-11-19,847.4049079
2016-11-20,833.6217329
2016-11-21,756.524501
2016-11-22,879.0686267
2016-11-23,819.5285819
2016-11-24,842.2285531
2016-11-25,844.9134681
2016-11-26,854.0979883
2016-11-27,840.6958243
2016-11-28,780.0242175
2016-11-29,816.2520235
2016-11-30,823.2858742
2016-12-01,914.0745061
2016-12-02,912.3841763
2016-12-03,887.6644044
2016-12-04,962.8011699
2016-12-05,863.4977138
2016-12-06,895.9184447
2016-12-07,864.0651661
2016-12-08,844.615966
2016-12-09,790.7497935
2016-12-10,898.6149687
2016-12-11,921.0101467
2016-12-12,854.5526741
2016-12-13,935.4959487
2016-12-14,847.9495498
2016-12-15,941.5471119
2016-12-16,925.8526179
2016-12-17,886.5655755
2016-12-18,934.8416941
2016-12-19,854.9891497
2016-12-20,979.9893195
2016-12-21,895.7542911
2016-12-22,1035.258196
2016-12-23,990.5309536
2016-12-24,1107.792045
2016-12-25,978.9927514
2016-12-26,1055.112158
2016-12-27,1077.792804
2016-12-28,1086.659379
2016-12-29,1084.413504
2016-12-30,1107.157888
2016-12-31,988.8512805
2017-01-01,1133.69006
2017-01-02,1131.370691
2017-01-03,1176.601063
2017-01-04,1327.842176
2017-01-05,1215.880492
2017-01-06,1144.807939
2017-01-07,1096.052367
2017-01-08,1102.960006
2017-01-09,963.3719017
2017-01-10,1046.635399
2017-01-11,1065.73517
2017-01-12,930.1704923
2017-01-13,960.6982025
2017-01-14,947.2858844
2017-01-15,867.7554774
2017-01-16,1009.627091
2017-01-17,1030.481043
2017-01-18,958.7531098
2017-01-19,983.9009287
2017-01-20,1041.3966
2017-01-21,1015.460719
2017-01-22,1083.506555
2017-01-23,1063.68395
2017-01-24,1079.594606
2017-01-25,989.1626028
2017-01-26,1002.821577
2017-01-27,1080.022688
2017-01-28,1010.45368
2017-01-29,1056.300808
2017-01-30,1095.919411
2017-01-31,1106.048675
2017-02-01,1102.38097
2017-02-02,1068.681898
2017-02-03,1191.170716
2017-02-04,1048.845533
2017-02-05,1186.672672
2017-02-06,1101.773042
2017-02-07,1161.162842
2017-02-08,1186.744943
2017-02-09,1191.7025
2017-02-10,1102.367208
2017-02-11,1040.950011
2017-02-12,1134.308867
2017-02-13,1083.887897
2017-02-14,1139.592585
2017-02-15,1073.105679
2017-02-16,1079.215992
2017-02-17,1166.722862
2017-02-18,1143.852756
2017-02-19,1176.787998
2017-02-20,1205.75485
2017-02-21,1182.127809
2017-02-22,1192.617546
2017-02-23,1309.987566
2017-02-24,1244.494316
2017-02-25,1286.129696
2017-02-26,1239.443401
2017-02-27,1241.788606
2017-02-28,1303.392517
2017-03-01,1329.07089
2017-03-02,1372.370155
2017-03-03,1375.180541
2017-03-04,1371.844773
2017-03-05,1337.436573
2017-03-06,1335.324831
2017-03-07,1358.853544
2017-03-08,1287.852165
2017-03-09,1222.960667
2017-03-10,1385.903934
2017-03-11,1229.316515
2017-03-12,1358.001915
2017-03-13,1296.729195
2017-03-14,1289.409422
2017-03-15,1317.659371
2017-03-16,1297.511263
2017-03-17,1232.941729
2017-03-18,1223.395362
2017-03-19,1147.211294
2017-03-20,1171.088094
2017-03-21,1211.875256
2017-03-22,1204.224697
2017-03-23,1135.1132
2017-03-24,1101.113769
2017-03-25,1089.271479
2017-03-26,1186.065262
2017-03-27,1119.495148
2017-03-28,1238.291438
2017-03-29,1144.665935
2017-03-30,1122.036719
2017-03-31,1215.366952
2017-04-01,1260.617224
2017-04-02,1250.113137
2017-04-03,1214.863842
2017-04-04,1246.283223
2017-04-05,1198.585956
2017-04-06,1284.2487
2017-04-07,1303.700945
2017-04-08,1307.937285
2017-04-09,1351.554473
2017-04-10,1285.988801
2017-04-11,1338.291247
2017-04-12,1286.348062
2017-04-13,1337.394161
2017-04-14,1249.724694
2017-04-15,1333.01594
2017-04-16,1277.795541
2017-04-17,1282.996272
2017-04-18,1289.177569
2017-04-19,1371.570731
2017-04-20,1335.5669
2017-04-21,1248.09436
2017-04-22,1278.170506
2017-04-23,1265.814626
2017-04-24,1353.748243
2017-04-25,1323.969833
2017-04-26,1387.86389
2017-04-27,1411.625028
2017-04-28,1363.06599
2017-04-29,1476.647969
2017-04-30,1438.306205
2017-05-01,1587.997532
2017-05-02,1601.897471
2017-05-03,1531.448402
2017-05-04,1698.6997
2017-05-05,1672.589873
2017-05-06,1652.485882
2017-05-07,1671.566015
2017-05-08,1878.601802
2017-05-09,1939.629676
2017-05-10,1947.480441
2017-05-11,2001.119741
2017-05-12,1983.619977
2017-05-13,1910.639822
2017-05-14,1941.265683
2017-05-15,1893.060063
2017-05-16,1874.335379
2017-05-17,1953.096902
2017-05-18,2025.541599
2017-05-19,2089.860465
2017-05-20,2202.606963
2017-05-21,2207.737357
2017-05-22,2433.008781
2017-05-23,2369.055039
2017-05-24,2655.063313
2017-05-25,2786.823085
2017-05-26,2667.046299
2017-05-27,2369.536852
2017-05-28,2375.861079
2017-05-29,2391.110152
2017-05-30,2483.84868
2017-05-31,2457.349036
2017-06-01,2613.929477
2017-06-02,2527.756078
2017-06-03,2717.856716
2017-06-04,2658.859593
2017-06-05,2758.354198
2017-06-06,3123.795742
2017-06-07,2979.396596
2017-06-08,2976.462243
2017-06-09,2919.593289
2017-06-10,3089.312518
2017-06-11,3010.257815
2017-06-12,3109.179914
2017-06-13,2867.586326
2017-06-14,2874.110681
2017-06-15,2585.486328
2017-06-16,2626.505317
2017-06-17,2802.853773
2017-06-18,2785.320327
2017-06-19,2806.145125
2017-06-20,2885.600021
2017-06-21,2877.652296
2017-06-22,2749.000381
2017-06-23,2837.896577
2017-06-24,2890.678711
2017-06-25,2777.279018
2017-06-26,2708.007582
2017-06-27,2682.638053
2017-06-28,2704.924045
2017-06-29,2730.145641
2017-06-30,2628.482608
2017-07-01,2564.767574
2017-07-02,2556.742409
2017-07-03,2721.007323
2017-07-04,2729.843559
2017-07-05,2713.27717
2017-07-06,2787.284434
2017-07-07,2935.707223
2017-07-08,2745.415565
2017-07-09,2787.804301
2017-07-10,2652.937987
2017-07-11,2463.898977
2017-07-12,2573.991195
2017-07-13,2526.322907
2017-07-14,2442.16888
2017-07-15,2318.802533
2017-07-16,2234.207577
2017-07-17,2269.529073
2017-07-18,2460.314268
2017-07-19,2467.084606
2017-07-20,3022.194117
2017-07-21,2910.698209
2017-07-22,2964.666744
2017-07-23,2872.263003
2017-07-24,2912.024866
2017-07-25,2785.797567
2017-07-26,2716.243636
2017-07-27,2825.118182
2017-07-28,2948.438272
2017-07-29,2921.848428
2017-07-30,2819.190171
2017-07-31,3008.651794
2017-08-01,2970.528883
2017-08-02,2932.533499
2017-08-03,2893.215909
2017-08-04,3007.648906
2017-08-05,3426.085996
2017-08-06,3380.839266
2017-08-07,3513.302768
2017-08-08,3619.759226
2017-08-09,3482.331036
2017-08-10,3486.299626
2017-08-11,3743.189962
2017-08-12,4004.147579
2017-08-13,4337.327276
2017-08-14,4378.318675
2017-08-15,4552.936519
2017-08-16,4500.840851
2017-08-17,4512.664312
2017-08-18,4448.655507
2017-08-19,4327.435796
2017-08-20,4321.247779
2017-08-21,4149.078577
2017-08-22,4221.973748
2017-08-23,4354.985924
2017-08-24,4452.642428
2017-08-25,4577.188834
2017-08-26,4514.495514
2017-08-27,4568.455784
2017-08-28,4528.280664
2017-08-29,4776.995395
2017-08-30,4763.822136
2017-08-31,4798.663497
2017-09-01,4992.161192
2017-09-02,5159.621766
2017-09-03,4767.014669
2017-09-04,4732.473136
2017-09-05,4612.081571
2017-09-06,4787.426321
2017-09-07,4712.823446
2017-09-08,4789.931875
2017-09-09,4401.734431
2017-09-10,4408.108842
2017-09-11,4334.751102
2017-09-12,4451.480781
2017-09-13,4193.553763
2017-09-14,4054.729833
2017-09-15,3766.955094
2017-09-16,3905.66372
2017-09-17,3769.618809
2017-09-18,4262.567835
2017-09-19,4181.533957
2017-09-20,4170.278694
2017-09-21,4021.674153
2017-09-22,3826.270568
2017-09-23,3862.884223
2017-09-24,3904.76809
2017-09-25,4097.060971
2017-09-26,4119.823448
2017-09-27,4397.321269
2017-09-28,4324.370108
2017-09-29,4321.307531
2017-09-30,4478.364915
2017-10-01,4469.757495
2017-10-02,4565.715882
2017-10-03,4498.799922
2017-10-04,4529.187811
2017-10-05,4437.244702
2017-10-06,4513.777303
2017-10-07,4589.361642
2017-10-08,4719.422731
2017-10-09,4970.060625
2017-10-10,5041.593924
2017-10-11,4911.156681
2017-10-12,5508.545807
2017-10-13,5899.15268
2017-10-14,5884.114158
2017-10-15,5944.514137
2017-10-16,5838.308045
2017-10-17,5893.573144
2017-10-18,5678.062055
2017-10-19,5826.177536
2017-10-20,6164.33468
2017-10-21,6308.767921
2017-10-22,6148.689487
2017-10-23,6144.922669
2017-10-24,5980.207843
2017-10-25,5822.123336
2017-10-26,6060.574421
2017-10-27,6081.59379
2017-10-28,5988.98727
2017-10-29,6298.359217
2017-10-30,6316.131917
2017-10-31,6606.254754
2017-11-01,6851.581234
2017-11-02,7458.548715
2017-11-03,7478.801035
2017-11-04,7564.424714
2017-11-05,7769.444791
2017-11-06,7530.152078
2017-11-07,7367.916041
2017-11-08,7954.019601
2017-11-09,7478.293508
2017-11-10,7345.489283
2017-11-11,7033.354416
2017-11-12,6784.665764
2017-11-13,6894.8221
2017-11-14,6894.810567
2017-11-15,7467.543026
2017-11-16,8086.481806
2017-11-17,8182.399521
2017-11-18,7994.039352
2017-11-19,8211.110467
2017-11-20,8424.37325
2017-11-21,8361.487681
2017-11-22,8382.267505
2017-11-23,8367.534435
2017-11-24,8445.022802
2017-11-25,8877.816691
2017-11-26,9644.122299
2017-11-27,9890.457145
2017-11-28,10270.29591
2017-11-29,11600.80494
2017-11-30,10824.04372
2017-12-01,11163.66985
2017-12-02,11405.41909
2017-12-03,11874.11788
2017-12-04,11803.8066
2017-12-05,12085.35189
2017-12-06,14435.77317
2017-12-07,17982.1135
2017-12-08,18478.17846
2017-12-09,16868.13245
2017-12-10,15961.79493
2017-12-11,17609.16655
2017-12-12,17797.08196
2017-12-13,17760.48117
2017-12-14,17135.75967
2017-12-15,18209.92198
2017-12-16,19825.73324
2017-12-17,20170.48781
2017-12-18,19431.47262
2017-12-19,19225.91715
2017-12-20,17973.2901
2017-12-21,17706.59445
2017-12-22,16089.68063
2017-12-23,15705.10769
2017-12-24,14769.9285
2017-12-25,14707.23089
2017-12-26,16597.08556
2017-12-27,17073.63348
2017-12-28,16005.96692
2017-12-29,15347.22475
2017-12-30,14752.95693
2017-12-31,14461.59682
2018-01-01,14145.21577
2018-01-02,15535.43954
2018-01-03,15724.58939
2018-01-04,15778.10655
2018-01-05,17859.20464
2018-01-06,17856.66115
2018-01-07,17740.65125
2018-01-08,16704.98506
2018-01-09,15553.94902
2018-01-10,15008.39212
2018-01-11,15092.96673
2018-01-12,14377.67797
2018-01-13,14729.64737
2018-01-14,14596.86004
2018-01-15,14560.34087
2018-01-16,13976.44806
2018-01-17,11734.62139
2018-01-18,12151.38559
2018-01-19,12143.07152
2018-01-20,13237.50025
2018-01-21,12996.74211
2018-01-22,12047.7122
2018-01-23,11430.89886
2018-01-24,11690.24474
2018-01-25,11899.30413
2018-01-26,11783.57607
2018-01-27,11764.89607
2018-01-28,12183.39291
2018-01-29,11942.29715
2018-01-30,11412.11651
2018-01-31,10543.85415
2018-02-01,10420.43392
2018-02-02,9192.256842
2018-02-03,9518.375449
2018-02-04,9368.534976
2018-02-05,8551.335512
2018-02-06,7876.906409
2018-02-07,8658.519521
2018-02-08,8655.905465
2018-02-09,8874.15923
2018-02-10,9230.819085
2018-02-11,8769.069134
2018-02-12,9054.310109
2018-02-13,9075.634266
2018-02-14,9668.724886
2018-02-15,10314.77804
2018-02-16,10355.71664
2018-02-17,11204.06504
2018-02-18,11536.92715
2018-02-19,11390.53817
2018-02-20,12059.01809
2018-02-21,11533.67484
2018-02-22,11086.85919
2018-02-23,10630.25708
2018-02-24,10677.13255
2018-02-25,10073.61605
2018-02-26,10611.14072
2018-02-27,11018.47013
2018-02-28,11162.68301
2018-03-01,11082.40972
2018-03-02,11264.44272
2018-03-03,11693.692
2018-03-04,11560.38113
2018-03-05,11847.15908
2018-03-06,11661.10973
2018-03-07,10966.1534
2018-03-08,10243.52356
2018-03-09,9495.397434
2018-03-10,9661.960947
2018-03-11,9839.148516
2018-03-12,10056.41171
2018-03-13,9526.504019
2018-03-14,9459.261453
2018-03-15,8542.903556
2018-03-16,8667.390869
2018-03-17,8410.646814
2018-03-18,8345.587597
2018-03-19,8728.185386
2018-03-20,9127.178838
2018-03-21,9238.239758
2018-03-22,9254.400808
2018-03-23,8939.37515
2018-03-24,9095.653274
2018-03-25,8745.455072
2018-03-26,8713.085035
2018-03-27,8369.680123
2018-03-28,8238.716156
2018-03-29,8118.917178
2018-03-30,7298.298941
2018-03-31,7346.522808
2018-04-01,7212.617408
2018-04-02,7185.097622
2018-04-03,7592.862077
2018-04-04,7658.309442
2018-04-05,6998.084735
2018-04-06,6940.831809
2018-04-07,7121.500324
2018-04-08,7219.395588
2018-04-09,7265.707084
2018-04-10,6999.320832
2018-04-11,7057.104099
2018-04-12,7993.509847
2018-04-13,8294.527204
2018-04-14,8235.456005
2018-04-15,8494.203288
2018-04-16,8462.409342
2018-04-17,8325.685576
2018-04-18,8362.797842
2018-04-19,8453.648894
2018-04-20,8965.510755
2018-04-21,9053.292262
2018-04-22,9102.714462
2018-04-23,9003.574903
